ID,Name,Name_nospace,Description,Ontological Scope,CRM Path,Expected Value Type,Field_Turtle,Category,Authors,Users,Funders
fie_251_Creator Attributed By,Creator Attributed By,Creator_Attributed_By,This field is used to indicate the actor who attributed the creator to the documented object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P01i --> PC14[251_2] --> P141i --> E13[251_3] --> P14 --> E39[251_4],Reference Model,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production ;
crm:P01i_is_domain_of <https://example.org/property/fie_251_2> .
<https://example.org/property/fie_251_2> a crm:PC14_carried_out_by ;
crm:P141i_was_assigned_by <https://example.org/event/fie_251_3> .
<https://example.org/event/fie_251_3> a crm:E13_Attribute_Assignment ; 
crm:P14_carried_out_by <https://example.org/actor/fie_251_4> .
<https://example.org/actor/fie_251_4> a crm:E39_Actor .
",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_252_Attribution Date Earliest,Attribution Date Earliest,Attribution_Date_Earliest,This field is used to record the earliest possible date for the attribution of the creator to the documented object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P01i --> PC14[251_2] --> P141i --> E13[251_3] --> P4 --> E52[252_1] --> P82a --> xsd:dateTime,Date,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production ;
crm:P01i_is_domain_of <https://example.org/property/fie_251_2> .
<https://example.org/property/fie_251_2> a crm:PC14_carried_out_by ;
crm:P141i_was_assigned_by <https://example.org/event/fie_251_3> .
<https://example.org/event/fie_251_3> a crm:E13_Attribute_Assignment ;
crm:P4_has_time-span <https://example.org/time_span/fie_252_1> .
<https://example.org/time_span/fie_252_1> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_253_Attribution Date Latest,Attribution Date Latest,Attribution_Date_Latest,This field is used to record the latest possible date for the attribution of the creator to the documented object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P01i --> PC14[251_2] --> P141i --> E13[251_3] --> P4 --> E52[252_1] --> P82b --> xsd:dateTime,Date,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production ;
crm:P01i_is_domain_of <https://example.org/property/fie_251_2> .
<https://example.org/property/fie_251_2> a crm:PC14_carried_out_by ;
crm:P141i_was_assigned_by <https://example.org/event/fie_251_3> .
<https://example.org/event/fie_251_3> a crm:E13_Attribute_Assignment ;
crm:P4_has_time-span <https://example.org/time_span/fie_252_1> .
<https://example.org/time_span/fie_252_1> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .
",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_254_Creator Attribution Source,Creator Attribution Source,Creator_Attribution_Source,This field is used to indicate the source work used in the attribution of the creator to the documented object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P01i --> PC14[251_2] --> P141i --> E13[251_3]-- >P16 --> E33[254_1],Reference Model,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production ;
crm:P01i_is_domain_of <https://example.org/property/fie_251_2> .
<https://example.org/property/fie_251_2> a crm:PC14_carried_out_by ;
crm:P141i_was_assigned_by <https://example.org/event/fie_251_3> .
<https://example.org/event/fie_251_3> a crm:E13_Attribute_Assignment ; crm:P16_used_specific_object <https://example.org/conceptual_object/fie_254_1> .
<https://example.org/conceptual_object/fie_254_1> a crm:E33_Linguistic_Object .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_255_Condition State Type,Condition State Type,Condition_State_Type,This field is used to indicate a condition state type that has been attributed to the documented object.,E18 Physical Thing,--> P44 --> E3[255_1] --> P2 --> E55[255_2],Concept,"crm:P44_has_condition <https://example.org/event/fie_255_1> .
<https://example.org/event/fie_255_1> a crm:E3_Condition_State; 
crm:P2_has_type <https://example.org/type/fie_255_2> .
<https://example.org/type/fie_255_2> a crm:E55_Type .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_256_Condition Assessment Assigned By,Condition Assessment Assigned By,Condition_Assessment_Assigned_By,This field is used to indicate the actor who attributed the condition state type to the documented object.,E18 Physical Thing,--> P44 --> E3[255_1] --> P34i --> E14[256_1] --> P14 --> E39[256_2],Reference Model,"crm:P44_has_condition <https://example.org/event/fie_255_1> .
<https://example.org/event/fie_255_1> a crm:E3_Condition_State; 
crm:P34i_was_assessed_by <https://example.org/event/fie_256_1> .
<https://example.org/event/fie_256_1> a crm:E14_Condition_Assessment;
crm:P14_carried_out_by 
<https://example.org/actor/fie_256_2> .
<https://example.org/actor/fie_256_2> a crm:E39_Actor .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_257_Condition Assessment Description,Condition Assessment Description,Condition_Assessment_Description,This field is used to describe the attributed condition of the physical object,E18 Physical Thing,--> P44 --> E3[255_1] --> P67i --> E33[257_1],Collection Model,"crm:P44_has_condition <https://example.org/event/fie_255_1> .
<https://example.org/event/fie_255_1> a crm:E3_Condition_State; 
crm:P67i_is_referred_by
<https://example.org/conceptual_object/fie_257_1> .
<https://example.org/conceptual_object/fie_257_1> a crm:E33_Linguistic_Object .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_258_Condition Assessment Date Earliest,Condition Assessment Date Earliest,Condition_Assessment_Date_Earliest,This field is used to record the earliest possible date for the condition assessment of the documented object.,E18 Physical Thing,--> P44 --> E3[255_1] --> P34i --> E14[256_1] --> P4 --> E52[258_1] --> P82a --> xsd:dateTime,Date,"crm:P44_has_condition <https://example.org/event/fie_255_1> .
<https://example.org/event/fie_255_1> a crm:E3_Condition_State; 
crm:P34i_was_assessed_by <https://example.org/event/fie_256_1> .
<https://example.org/event/fie_256_1> a crm:E14_Condition_Assessment;
crm:P4_has_time-span <https://example.org/time_span/fie_258_1> .
<https://example.org/time_span/fie_258_1> a crm:E52_Time-Span ; 
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_259_Condition Assessment Date Latest,Condition Assessment Date Latest,Condition_Assessment_Date_Latest,This field is used to record the latest possible date for the condition assessment of the documented object.,E18 Physical Thing,--> P44 --> E3[255_1] --> P34i --> E14[256_1] --> P4 --> E52[258_1] --> P82b --> xsd:dateTime,Date,"crm:P44_has_condition <https://example.org/event/fie_255_1> .
<https://example.org/event/fie_255_1> a crm:E3_Condition_State; 
crm:P34i_was_assessed_by <https://example.org/event/fie_256_1> .
<https://example.org/event/fie_256_1> a crm:E14_Condition_Assessment;
crm:P4_has_time-span <https://example.org/time_span/fie_258_1> .
<https://example.org/time_span/fie_258_1> a crm:E52_Time-Span ; 
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_262_Production - Used Physical Object,Production - Used Physical Object,Production_-_Used_Physical_Object,This field is used to indicate the specific object used in the process of production of the documented object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P16 --> E18[262_1],Reference Model,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P16_used_specific_object <https://example.org/physical_object/fie_262_1> .
<https://example.org/physical_object/fie_262_1> a crm:E18_Physical_Thing .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_263_Present Location - Internal Storage Locator,Present Location - Internal Storage Locator,Present_Location_-_Internal_Storage_Locator,"This field is used to indicate an internal location within an institution, such as a shelf or a cabinet where the documented object is stored.",E18 Physical Thing,"--> P53 --> E53[263_1] --> P1 --> E42[263_2]<br><br> --> P53 --> E53[263_1] --> P1 --> E42[263_2] --> P2 --> E55""Internal Locator""[263_3]",String,"crm:P53_has_former_or_current_location
<https://example.org/place/fie_263_1> .
<https://example.org/place/fie_263_1> a 
crm:E53_Place;
crm:P1_is_identified_by <https://example.org/name/fie_263_2> .<https://example.org/name/fie_263_2> a crm:E42_Identifier;
crm:P2_has_type <https://example.org/type/fie_263_3> .
<https://example.org/type/fie_263_3> a crm:E55_Type ;
rdfs:label ""Internal Locator"" . 
",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_264_Recto/Verso Type,Recto/Verso Type,Recto/Verso_Type,"This field is used to indicate the recto or verso status of the feature of the documented object.
",E19 Physical Object,--> P56 --> E26[264_1] --> P2 --> E55[264_2],Concept,"crm:P56_bears_feature <https://example.org/physical_object/fie_264_1> .
<https://example.org/physical_object/fie_264_1> a crm:E26_Physical_Feature;
crm:P2_has_type <https://example.org/type/fie_264_2> .
<https://example.org/type/fie_264_2> a crm:E55_Type .
",[CAT.4] Substance,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_265_Recto/Verso Description,Recto/Verso Description,Recto/Verso_Description,This field is used to enable a free text description of the recto or verso feature of the documented object.,E19 Physical Object,--> P56 --> E26[264_1] --> P67i --> E33[265_1],Collection Model,"crm:PP56_bears_feature <https://example.org/physical_object/fie_264_1> .
<https://example.org/physical_object/fie_264_1> a crm:E26_Physical_Feature;
crm:P67i_is_referred_to_by <https://example.org/conceptual_object/fie_265_1> .
<https://example.org/conceptual_object/fie_265_1> a crm:E33_Linguistic_Object .
",[CAT.4] Substance,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_266_Recto/Verso Digital Image,Recto/Verso Digital Image,Recto/Verso_Digital_Image,This field is used to link the recto or verso feature of the documented object to an instance of digital object which represents it.,E19 Physical Object,--> P56 --> E26[264_1] --> P138i --> E36/D9[266_1],Reference Model,"crm:P56_bears_feature <https://example.org/physical_object/fie_264_1> .
<https://example.org/physical_object/fie_264_1> a crm:E26_Physical_Feature;
crm:P138i_has_representation <https://example.org/conceptual_object/fie_266_1> .
<https://example.org/conceptual_object/fie_266_1> a 
crm:E36_Visual_Item, crmdig:D9_Data_Object .
",[CAT.4] Substance,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_267_Recto/Verso Transcription,Recto/Verso Transcription,Recto/Verso_Transcription,"This field is used to link to  linguistic object which is the transcription of the text carried on the recto or verso feature of the documented object.
",E19 Physical Object,--> P56 --> E26[264_1] --> P67i --> E33[267_1],Reference Model,"crm:P56_bears_feature <https://example.org/physical_object/fie_264_1> .
<https://example.org/physical_object/fie_264_1> a crm:E26_Physical_Feature;
crm:P67i_is_referred_to_by <https://example.org/conceptual_object/fie_267_1> .
<https://example.org/conceptual_object/fie_267_1> a 
crm:E33_Linguistic_Object .
",[CAT.4] Substance,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_268_Object Use Event User,Object Use Event User,Object_Use_Event_User,This field is used to indicate the actor using a specific object or collection,E70 Thing,--> P16i --> E7[268_1] --> P14 --> E39[268_2],Reference Model,"crm:P16i_was_used_for <https://example.org/event/fie_268_1> .
<https://example.org/event/fie_268_1> a crm:E7_Activity;
crm:P14_carried_out_by <https://example.org/actor/fie_268_2> .
<https://example.org/actor/fie_268_2> a crm:E39_Actor .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_269_Object Use Event Type,Object Use Event Type,Object_Use_Event_Type,This field is used to indicate the type of use to which the documented object was put in the context of a use event.,E70 Thing,--> P16i --> E7[268_1] --> P2 --> E55[269_1],Concept,"crm:P16i_was_used_for <https://example.org/event/fie_268_1> .
<https://example.org/event/fie_268_1> a crm:E7_Activity;
crm:P2_has_type <https://example.org/type/fie_269_1> .
<https://example.org/type/fie_269_1> a crm:E55_Type .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_270_Object Use Event Time Earliest,Object Use Event Time Earliest,Object_Use_Event_Time_Earliest,This field is used to record the earliest possible date for the use event of the documented object.,E70 Thing,--> P16i --> E7[268_1] --> P4 --> E52[270_1] --> P82a --> xsd:dateTime,Date,"crm:P16i_was_used_for <https://example.org/event/fie_268_1> .
<https://example.org/event/fie_268_1> a crm:E7_Activity;
crm:P4_has_time-span <https://example.org/time_span/fie_270_1> .
<https://example.org/time_span/fie_270_1> a crm:E52_Time-Span; 
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_271_Object Use Event Time Latest,Object Use Event Time Latest,Object_Use_Event_Time_Latest,This field is used to record the latest possible date for the use event of the documented object.,E70 Thing,--> P16i --> E7[268_1] --> P4 --> E52[270_1] --> P82b --> xsd:dateTime,Date,"crm:P16i_was_used_for <https://example.org/event/fie_268_1> .
<https://example.org/event/fie_268_1> a crm:E7_Activity;
crm:P4_has_time-span <https://example.org/time_span/fie_270_1> .
<https://example.org/time_span/fie_270_1> a crm:E52_Time-Span; 
crm:P82b_end_of_the_end """"^^xsd:dateTime .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_272_Object Use Purpose,Object Use Purpose,Object_Use_Purpose,This field is used to indicate the general purpose of the use event in which the document object was used.,E70 Thing,--> P16i --> E7[268_1] --> P32 --> E55[272_1],Concept,"crm:P16i_was_used_for <https://example.org/event/fie_268_1> .
<https://example.org/event/fie_268_1> a crm:E7_Activity;
crm:P32_used_general_technique <https://example.org/type/fie_272_1> .
<https://example.org/type/fie_272_1> a crm:E55_Type .

",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_273_Archival Level,Archival Level,Archival_Level,This field is used to indicate the specific archival level of the documented archival unit within a larger archival schema.,E78 Curated Holding,"--> P128 --> E33[273_1] --> P2 --> E55 ""Archival Level""[273_2]",Concept,"crm:P128_carries <https://example.org/conceptual_object/fie_273_1> .
<https://example.org/conceptual_object/fie_273_1> a crm:E33_Linguistic_Object;
crm:P2_has_type <https://example.org/type/fie_273_2> .
<https://example.org/type/fie_273_2> a crm:E55_Type .
",[CAT.1] Names and Classifications,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_276_Curation Date - Earliest,Curation Date - Earliest,Curation_Date_-_Earliest,This field is used to record the earliest possible date for curation of the documented collection.,E78 Curated Holding,--> P147i --> E87[276_1] --> P4 --> E52[276_2] --> P82a --> xsd:dateTime,Date,"crm:P147i_was_curated_by <https://example.org/event/fie_276_1> .
<https://example.org/event/fie_276_1> a crm:E87_Curation_Activity;
crm:P4_has_time-span <https://example.org/time_span/fie_276_2> .
<https://example.org/time_span/fie_276_2> a crm:E52_Time-Span; crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_277_Curation Date - Latest,Curation Date - Latest,Curation_Date_-_Latest,This field is used to record the latest possible date for the curation of the documented collection.,E78 Curated Holding,--> P147i --> E87[276_1] --> P4 --> E52[276_2] --> P82b --> xsd:dateTime,Date,"crm:P147i_was_curated_by <https://example.org/event/fie_276_1> .
<https://example.org/event/fie_276_1> a crm:E87_Curation_Activity;
crm:P4_has_time-span <https://example.org/time_span/fie_276_2> .
<https://example.org/time_span/fie_276_2> a crm:E52_Time-Span; 
crm:P82b_end_of_the_end """"^^xsd:dateTime .
",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_278_Curation Location,Curation Location,Curation_Location,This field is used to record the location at which the curation of the documented collection occurred.,E78 Curated Holding,--> P147i --> E87[276_1] --> P7 --> E53[278_1],Reference Model,"crm:P147i_was_curated_by <https://example.org/event/fie_276_1> .
<https://example.org/event/fie_276_1> a crm:E87_Curation_Activity;
crm:P7_took_place_at <https://example.org/place/fie_278_1> .
<https://example.org/place/fie_278_1> a crm:E53_Place .
",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_279_Curation Period,Curation Period,Curation_Period,This field is used to indicate the period during which the curation of the documented collection occurred.,E78 Curated Holding,--> P147i --> E87[276_1] --> P10 --> E4[279_1],Reference Model,"crm:P147i_was_curated_by <https://example.org/event/fie_276_1> .
<https://example.org/event/fie_276_1> a crm:E87_Curation_Activity;
crm:P10_falls_within <https://example.org/period/fie_279_1> .
<https://example.org/period/fie_279_1> a crm:E4_Period .
",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_280_Curator,Curator,Curator,This field is used to indicate the curator of the documented collection.,E78 Curated Holding,--> P147i --> E87[276_1] --> P14 --> E39[280_1],Reference Model,"crm:P147i_was_curated_by <https://example.org/event/fie_276_1> .
<https://example.org/event/fie_276_1> a crm:E87_Curation_Activity;
crm:P14_carried_out_by <https://example.org/actor/fie_280_1> .
<https://example.org/actor/fie_280_1> a crm:E39_Actor .
",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_281_Rules or Conventions Description,Rules or Conventions Description,Rules_or_Conventions_Description,This field is used to provide a free text description of the rules or conventions that are adopted in the curation of the documented collection.,E78 Curated Holding,--> 147i --> E87[276_1] --> P33 --> E29[281_1] --> P190 --> literal,String,"crm:P147i_was_curated_by <https://example.org/event/fie_276_1> .
<https://example.org/event/fie_276_1> a crm:E87_Curation_Activity;
crm:P33_used_specific_technique <https://example.org/event/fie_281_1> .
<https://example.org/event/fie_281_1> a crm:E29_Design_or_Procedure; 
crm:P190_has_symbolic_content ""literal"" .
",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_282_Rules or Conventions Type,Rules or Conventions Type,Rules_or_Conventions_Type,This field is used to indicate the type of rules or conventions that are adopted in the curation of the documented collection.,E78 Curated Holding,--> 147i --> E87[276_1] --> P33 --> E29[281_1] --> P2 --> E55[282_1],Concept,"crm:P147i_was_curated_by 
<https://example.org/event/fie_276_1> .
<https://example.org/event/fie_276_1> a crm:E87_Curation_Activity;
crm:P33_used_specific_technique <https://example.org/event/fie_281_1> .
<https://example.org/event/fie_281_1> a crm:E29_Design_or_Procedure; 
crm:P2_has_type <https://example.org/type/fie_282_1> .
<https://example.org/type/fie_282_1> a crm:E55_Type . 
",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_283_Archival Unit Person Coverage,Archival Unit Person Coverage,Archival_Unit_Person_Coverage,This field is used to indicate the people thematically covered by the documented archival unit.,E78 Curated Holding,--> P128 --> E33[273_1] --> P129 --> E39[283_1],Reference Model,"crm:P128_carries 
<https://example.org/conceptual_object/fie_273_1> .
<https://example.org/conceptual_object/fie_273_1> a crm:E33_Linguistic_Object;
crm:P129_is_about <https://example.org/actor/fie_283_1> .
<https://example.org/actor/fie_283_1> a crm:E39_Actor .",[CAT.6] Aboutness,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_284_Archival Unit Geographic Coverage,Archival Unit Geographic Coverage,Archival_Unit_Geographic_Coverage,This field is used to indicate the places thematically covered by the documented archival unit.,E78 Curated Holding,--> P128 --> E33[273_1] --> P129 --> E53[284_1],Reference Model,"crm:PP128_carries 
<https://example.org/conceptual_object/fie_273_1> .
<https://example.org/conceptual_object/fie_273_1> a crm:E33_Linguistic_Object;
crm:P129_is_about <https://example.org/place/fie_284_1> .
<https://example.org/place/fie_284_1> a crm:E53_Place .
",[CAT.6] Aboutness,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_285_Archival Unit Temporal Coverage,Archival Unit Temporal Coverage,Archival_Unit_Temporal_Coverage,This field is used to indicate the periods thematically covered by the documented archival unit.,E78 Curated Holding,--> P128 --> E33[273_1] --> P129 --> E4[285_1],Reference Model,"crm:PP128_carries 
<https://example.org/conceptual_object/fie_273_1> .
<https://example.org/conceptual_object/fie_273_1> a crm:E33_Linguistic_Object;
crm:P129_is_about <https://example.org/period/fie_285_1> .
<https://example.org/period/fie_285_1> a crm:E4_Period .
",[CAT.6] Aboutness,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_286_Archival Unit Subject Coverage,Archival Unit Subject Coverage,Archival_Unit_Subject_Coverage,This field is used to indicate the subjects thematically covered by the documented archival unit.,E78 Curated Holding,--> P128 --> E33[273_1] --> P129 --> E55[286_1],Concept,"crm:P128_carries 
<https://example.org/conceptual_object/fie_273_1> .
<https://example.org/conceptual_object/fie_273_1> a crm:E33_Linguistic_Object;
crm:P129_is_about <https://example.org/type/fie_286_1> .
<https://example.org/type/fie_286_1> a crm:E55_Type .
",[CAT.6] Aboutness,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_287_Part of Archival Unit,Part of Archival Unit,Part_of_Archival_Unit,This field is used to link the documented archival unit to another instance of archival unit of which it forms a part.,E78 Curated Holding,--> P46i --> E78[287_1],Reference Model,"crm:P46i_forms_part_of 
<https://example.org/physical_object/fie_287_1> .
<https://example.org/physical_object/fie_287_1> a crm:E78_Curated_Holding .",[CAT.2] Parthood,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_288_Appraised Amount/Value,Appraised Amount/Value,Appraised_Amount/Value,This field is used to indicate a monetary amount or value which the documented object is appraised to be worth.,E1 CRM Entity,--> P140i --> E13[288_1] --> P141 --> E97[288_2] --> P90 --> Integer,Integer,"crm:P140i_was_attributed_by
<https://example.org/event/fie_288_1> .
<https://example.org/event/fie_288_1> a crm:E13_Attribute_Assignment;
crm:P141_assigned
<https://example.org/dimension/fie_288_2> .
<https://example.org/dimension/fie_288_2> a crm:E97_Monetary_Amount; 
crm:P90_has_value ""content"" .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_289_Appraised Amount Currency,Appraised Amount Currency,Appraised_Amount_Currency,This field is used to indicate the currency of the monetary amount or value which the documented object is appraised to be worth.,E1 CRM Entity,--> P140i --> E13[288_1] --> P141 --> E97[288_2] --> P180 --> E98[289_1],Concept,"crm:P140i_was_attributed_by
<https://example.org/event/fie_288_1> .
<https://example.org/event/fie_288_1> a crm:E13_Attribute_Assignment;
crm:P141_assigned <https://example.org/dimension/fie_288_2> .
<https://example.org/dimension/fie_288_2> a crm:E97_Monetary_Amount; 
crm:P180_has_currency
<https://example.org/type/fie_289_1> .
<https://example.org/type/fie_289_1> a crm:E98_Currency .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_290_Appraisal Event Type,Appraisal Event Type,Appraisal_Event_Type,This field is used to indicate the type of appraisal carried out on the documented object.,E1 CRM Entity,--> P140i --> E13[288_1] --> P2 --> E55[290_1],Concept,"crm:P140i_was_attributed_by
<https://example.org/event/fie_288_1> .
<https://example.org/event/fie_288_1> a crm:E13_Attribute_Assignment;
crm:P2_has_type <https://example.org/type/fie_290_1> .
<https://example.org/type/fie_290_1> a crm:E55_Type .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_291_Appraisal Description,Appraisal Description,Appraisal_Description,This field is used to allow a free text description of the appraisal event of the documented object.,E1 CRM Entity,--> P140i --> E13[288_1] --> P129i --> E33[291_1],Collection Model,"crm:P140i_was_attributed_by
<https://example.org/event/fie_288_1> .
<https://example.org/event/fie_288_1> a crm:E13_Attribute_Assignment;
crm:P129i_is_subject_of <https://example.org/conceptual_object/fie_291_1> .
<https://example.org/conceptual_object/fie_291_1> a crm:E33_Linguistic_Object .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_292_Appraiser,Appraiser,Appraiser,This field is used to describe the appraiser of the documented object.,E1 CRM Entity,--> P140i --> E13[288_1] --> P14 --> E39[292_1],Reference Model,"crm:P140i_was_attributed_by
<https://example.org/event/fie_288_1> .
<https://example.org/event/fie_288_1> a crm:E13_Attribute_Assignment;
crm:P14_carried_out_by <https://example.org/actor/fie_292_1> .
<https://example.org/actor/fie_292_1> a crm:E39_Actor .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_293_Appraisal Date Earliest,Appraisal Date Earliest,Appraisal_Date_Earliest,This field is used to record the earliest possible date for the appraisal of the documented object.,E1 CRM Entity,--> P140i --> E13[288_1] --> P4 --> E52[293_1] --> P82a --> xsd:dateTime,Date,"crm:P140i_was_attributed_by
<https://example.org/event/fie_288_1> .
<https://example.org/event/fie_288_1> a crm:E13_Attribute_Assignment;
crm:P4_has_time-span <https://example.org/time_span/fie_293_1> .
<https://example.org/time_span/fie_293_1>
a crm:E52_Time-Span; 
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_294_Appraisal Date Latest,Appraisal Date Latest,Appraisal_Date_Latest,This field is used to record the latest possible date for the appraisal of the documented object.,E1 CRM Entity,--> P140i --> E13[288_1] --> P4 --> E52[293_1] --> P82b --> xsd:dateTime,Date,"crm:P140i_was_attributed_by
<https://example.org/event/fie_288_1> .
<https://example.org/event/fie_288_1> a crm:E13_Attribute_Assignment;
crm:P4_has_time-span <https://example.org/time_span/fie_293_1> .
<https://example.org/time_span/fie_293_1>
a crm:E52_Time-Span; 
crm:P82b_end_of_the_end """"^^xsd:dateTime .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_295_Digital Object Reference,Digital Object Reference,Digital_Object_Reference,This field is used to link the documented object to an instance of the digital object which serves as a reference for it.,E1 CRM Entity,--> P129i --> D1[295_1],Reference Model,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_295_1> .
<https://example.org/conceptual_object/fie_295_1> a crmdig:D1_Digital_Object .
",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_297_Publication Incorporated In,Publication Incorporated In,Publication_Incorporated_In,This field is used to link the documented entity to a publication in which it has been incorporated.,E90 Symbolic Object,--> P165i --> F24[297_1],Reference Model,"crm:P165_is_incorporated_in <https://example.org/conceptual_object/fie_297_1> .
<https://example.org/conceptual_object/fie_297_1> a frbroo:F24_Publication_Expression .",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
